,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),Maximum allowed speed of current road (km/h),GPS speed (km/h) [same as in RAW GPS]],class,Driver
0,16.75,75.8,40.518135,-3.409204,-0.009,0.023,-0.01,-0.0069999999999999,-1.585,0.021,-0.068,100.0,78.9,normal,D2
1,17.75,77.5,40.518303,-3.409357,0.012,0.032,0.005,0.001,-1.5830000000000002,0.012,-0.078,100.0,78.9,normal,D2
2,18.78,78.9,40.518459,-3.40952,-0.038,0.011,0.003,-0.006,-1.581,0.0,-0.095,100.0,78.9,normal,D2
3,19.73,79.3,40.518623,-3.409667,-0.036,-0.046,0.003,-0.005,-1.582,0.011,-0.1009999999999999,100.0,78.9,normal,D2
4,20.76,80.2,40.518787,-3.40981,0.017,0.0,0.016,0.009,-1.585,0.019,-0.095,100.0,80.2,normal,D2
5,21.74,80.8,40.518951,-3.409955,0.023,0.0139999999999999,-0.038,-0.017,-1.582,0.025,-0.09,100.0,80.2,normal,D2
6,22.79,81.6,40.519115,-3.410109,0.002,0.03,-0.0139999999999999,-0.008,-1.5659999999999998,0.019,-0.092,100.0,81.6,normal,D2
7,23.79,81.5,40.519283,-3.410268,0.005,-0.009,-0.006,-0.006,-1.5619999999999998,0.005,-0.1,100.0,81.6,normal,D2
8,24.74,82.5,40.519451,-3.410447,0.026,0.003,-0.017,-0.009,-1.551,0.013,-0.1009999999999999,100.0,80.9,normal,D2
9,25.76,80.9,40.519627,-3.410588,-0.0069999999999999,-0.024,-0.008,0.0069999999999999,-1.555,0.021,-0.1,100.0,80.9,normal,D2
10,26.73,81.8,40.519787,-3.410732,-0.026,-0.006,-0.0139999999999999,-0.005,-1.558,0.0289999999999999,-0.091,100.0,80.2,normal,D2
11,27.75,80.2,40.519947,-3.410879,-0.048,0.0289999999999999,-0.004,0.0069999999999999,-1.578,0.004,-0.098,100.0,80.2,normal,D2
12,28.73,81.4,40.520103000000006,-3.411028,-0.004,-0.012,0.0279999999999999,0.018,-1.5930000000000002,-0.004,-0.102,100.0,81.4,normal,D2
13,29.74,85.1,40.520279,-3.411188,0.026,0.016,0.061,0.027,-1.61,0.004,-0.098,100.0,85.0,normal,D2
